Provider #,Campus #,Program #,TWIST Provider ID,TWIST Program ID,Program Status,Provider Name,Description Of Provider,Provider URL,Institution Type,Campus Name,Campus Address1,Campus Address2,Campus City,Campus State,Campus Zip Code,Campus County,"Information:
Public Transit?","Information:
Onsite Childcare?","Information:
Flexible Hours?",Program Name,Program Description,Pell Eligible,Academic PreRequisites,Program URL,Program Outcome,Associated Credential Name,"Length:
Contact Hours","Length:
Weeks",Program Format,Occupation Code 1,Occupation Code 2,Occupation Code 3," Required Cost:
Tuition & Fees ","Required Cost Description:
Tuition & Fees"," Required Cost:
Books Supplies ","Required Cost Description:
Books Supplies"," Optional Cost:
Other ","Optional Cost Description:
Other"," (Out Of District)
Cost: 
Tuition & Fees ","(Out Of District)
Cost Description:
 Tuition & Fees",Number Of Apprentices,Program Start Date,Program Last Update Date
986,1609,10892,72388,106045,Approved,South Plains College,South Plains College is a two year community college that serves the greater South Plains area of Texas with innovative educational programs that span the arts and sciences technical education continuing education and workforce development. The college's main campus is located in Levelland also offers educational programs at two locations in Lubbock the SPC Lubbock Center and the SPC Reese Center as well as an extension center in Plainview.,southplainscollege.edu,Higher Ed -majority of credentials awarded are associates degrees,Plainview Center,1920 W. 24th Street,,Plainview,TX,79072,Hale,,,,Office Administration Certificate of Proficiency,Business/Office Automation/Technology/Data Entry,Yes,High School Diploma or Equivalent,http://catalog.southplainscollege.edu/preview_program.php?catoid=47&poi,Community college certificate of completion,Office Administration Certificate of Proficiency,640,32,Distance Education,43601100,,, 2718 ,Tuition Special Course Fees Test Fees Insurance, 1874 ,Books,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:49 AM"
986,1609,10889,72388,106042,Approved,South Plains College,South Plains College is a two year community college that serves the greater South Plains area of Texas with innovative educational programs that span the arts and sciences technical education continuing education and workforce development. The college's main campus is located in Levelland also offers educational programs at two locations in Lubbock the SPC Lubbock Center and the SPC Reese Center as well as an extension center in Plainview.,southplainscollege.edu,Higher Ed -majority of credentials awarded are associates degrees,Plainview Center,1920 W. 24th Street,,Plainview,TX,79072,Hale,,,,Office Administration Customer Service Representative Certificate,Business/Office Automation/Technology/Data Entry,Yes,High School Diploma or Equivalent,http://catalog.southplainscollege.edu/preview_program.php?catoid=47&poi,Community college certificate of completion,Office Administration Customer Service Representative Certificate,448,32,Distance Education,43601100,,, 2718 ,Tuition Special Course Fees Test Fees Insurance, 1840 ,Books,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:49 AM"
986,1609,10890,72388,106043,Approved,South Plains College,South Plains College is a two year community college that serves the greater South Plains area of Texas with innovative educational programs that span the arts and sciences technical education continuing education and workforce development. The college's main campus is located in Levelland also offers educational programs at two locations in Lubbock the SPC Lubbock Center and the SPC Reese Center as well as an extension center in Plainview.,southplainscollege.edu,Higher Ed -majority of credentials awarded are associates degrees,Plainview Center,1920 W. 24th Street,,Plainview,TX,79072,Hale,,,,Vocational Nursing Program Plainview Center,Practical Nursing Vocational Nursing and Nursing Assistants Other,Yes,Courses,http://www.southplainscollege.edu/exploreprograms/healthoccupations/nursing,Community college certificate of completion,Vocational Nursing license,1520,16,Distance Education,29206100,,, 9937 ,Tuition & fees, 1900 ,Books & supplies, 900 ,Uniform & licensure,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:49 AM"
986,1530,10901,72388,106035,Approved,South Plains College,South Plains College is a two year community college that serves the greater South Plains area of Texas with innovative educational programs that span the arts and sciences technical education continuing education and workforce development. The college's main campus is located in Levelland also offers educational programs at two locations in Lubbock the SPC Lubbock Center and the SPC Reese Center as well as an extension center in Plainview.,southplainscollege.edu,Higher Ed -majority of credentials awarded are associates degrees,Reese Center,819 Gilbert Drive,,Lubbock,TX,79416,Lubbock,,,,AAS in Electrician and Power Transmission Technology Electrician Specialization,Electrician,Yes,Combination of Education and Course(s),http://catalog.southplainscollege.edu/preview_program.php?catoid=47&poi,Associates Degree,AAS in Electrician and Power Transmission Technology Electrician Specialization,1088,64,Distance Education,47211100,,, 6744 ,Tuition Special Course Fees Test Fees Insurance, 2998 ,Books,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:49 AM"
986,1530,10899,72388,106033,Approved,South Plains College,South Plains College is a two year community college that serves the greater South Plains area of Texas with innovative educational programs that span the arts and sciences technical education continuing education and workforce development. The college's main campus is located in Levelland also offers educational programs at two locations in Lubbock the SPC Lubbock Center and the SPC Reese Center as well as an extension center in Plainview.,southplainscollege.edu,Higher Ed -majority of credentials awarded are associates degrees,Reese Center,819 Gilbert Drive,,Lubbock,TX,79416,Lubbock,,,,Advanced Electrician Certificate,Electrician,Yes,Combination of Education and Course(s),http://catalog.southplainscollege.edu/preview_program.php?catoid=47&poi,Community college certificate of completion,Advanced Electrician Certificate,416,32,Distance Education,47211100,,, 2391 ,Tuition Special Course Fees Test Fees Insurance, 1488 ,Books,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:49 AM"
986,1530,10900,72388,106034,Approved,South Plains College,South Plains College is a two year community college that serves the greater South Plains area of Texas with innovative educational programs that span the arts and sciences technical education continuing education and workforce development. The college's main campus is located in Levelland also offers educational programs at two locations in Lubbock the SPC Lubbock Center and the SPC Reese Center as well as an extension center in Plainview.,southplainscollege.edu,Higher Ed -majority of credentials awarded are associates degrees,Reese Center,819 Gilbert Drive,,Lubbock,TX,79416,Lubbock,,,,Electrician Certificate,Electrician,Yes,High School Diploma or Equivalent,http://catalog.southplainscollege.edu/preview_program.php?catoid=47&poi,Community college certificate of completion,Electrician Certificate,464,32,Distance Education,47211100,,, 2718 ,Tuition Special Course Fees Test Fees Insurance, 605 ,Books,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:49 AM"
986,1530,10903,72388,106037,Approved,South Plains College,South Plains College is a two year community college that serves the greater South Plains area of Texas with innovative educational programs that span the arts and sciences technical education continuing education and workforce development. The college's main campus is located in Levelland also offers educational programs at two locations in Lubbock the SPC Lubbock Center and the SPC Reese Center as well as an extension center in Plainview.,southplainscollege.edu,Higher Ed -majority of credentials awarded are associates degrees,Reese Center,819 Gilbert Drive,,Lubbock,TX,79416,Lubbock,,,,Industrial Manufacturing/Emerging Technologies AAS Alternative Energy Specialization,Electrical/Electronics Equipment Installation and Repair General,Yes,Combination of Education and Course(s),http://catalog.southplainscollege.edu/preview_program.php?catoid=47&poi,Associates Degree,Industrial Manufacturing/Emerging Technologies AAS Alternative Energy Specialization,1632,64,Distance Education,49209400,51202200,, 6744 ,Tuition Special Course Fees Test Fees Insurance, 3319 ,Books,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:49 AM"
986,1530,10904,72388,106038,Approved,South Plains College,South Plains College is a two year community college that serves the greater South Plains area of Texas with innovative educational programs that span the arts and sciences technical education continuing education and workforce development. The college's main campus is located in Levelland also offers educational programs at two locations in Lubbock the SPC Lubbock Center and the SPC Reese Center as well as an extension center in Plainview.,southplainscollege.edu,Higher Ed -majority of credentials awarded are associates degrees,Reese Center,819 Gilbert Drive,,Lubbock,TX,79416,Lubbock,,,,Industrial Manufacturing/Emerging Technologies Advanced Certificate Alternative Energy Specializati,Electrical/Electronics Equipment Installation and Repair General,Yes,Combination of Education and Course(s),http://catalog.southplainscollege.edu/preview_program.php?catoid=47&poi,Community college certificate of completion,Industrial Manufacturing/Emerging Technologies Advanced Certificate Alternative Energy Specializati,768,32,Distance Education,49209400,51202200,, 2718 ,Tuition Special Course Fees Test Fees Insurance, 1829 ,Books,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:49 AM"
986,1530,10905,72388,106039,Approved,South Plains College,South Plains College is a two year community college that serves the greater South Plains area of Texas with innovative educational programs that span the arts and sciences technical education continuing education and workforce development. The college's main campus is located in Levelland also offers educational programs at two locations in Lubbock the SPC Lubbock Center and the SPC Reese Center as well as an extension center in Plainview.,southplainscollege.edu,Higher Ed -majority of credentials awarded are associates degrees,Reese Center,819 Gilbert Drive,,Lubbock,TX,79416,Lubbock,,,,Industrial Manufacturing/Emerging Technologies Certificate Alternative Energy Specialization,Electrical/Electronics Equipment Installation and Repair General,Yes,High School Diploma or Equivalent,http://catalog.southplainscollege.edu/preview_program.php?catoid=47&poi,Community college certificate of completion,Industrial Manufacturing/Emerging Technologies Certificate Alternative Energy Specialization,752,32,Distance Education,49209400,51202200,, 2718 ,Tuition Special Course Fees Test Fees Insurance, 1735 ,Books,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:49 AM"
986,1530,10902,72388,106036,Approved,South Plains College,South Plains College is a two year community college that serves the greater South Plains area of Texas with innovative educational programs that span the arts and sciences technical education continuing education and workforce development. The college's main campus is located in Levelland also offers educational programs at two locations in Lubbock the SPC Lubbock Center and the SPC Reese Center as well as an extension center in Plainview.,southplainscollege.edu,Higher Ed -majority of credentials awarded are associates degrees,Reese Center,819 Gilbert Drive,,Lubbock,TX,79416,Lubbock,,,,Truck Driving School,Truck and Bus Driver/Commercial Vehicle Operator and Instructor,No,High School Diploma or Equivalent,,Industry recognized certificate or certification,CDL,200,4,In-person,53303200,53303300,, 4995 ,Course Content/Training,,,,,,,,"September 4, 2019 1:14 PM","September 12, 2021 11:56 AM"
986,1530,10898,72388,106032,Approved,South Plains College,South Plains College is a two year community college that serves the greater South Plains area of Texas with innovative educational programs that span the arts and sciences technical education continuing education and workforce development. The college's main campus is located in Levelland also offers educational programs at two locations in Lubbock the SPC Lubbock Center and the SPC Reese Center as well as an extension center in Plainview.,southplainscollege.edu,Higher Ed -majority of credentials awarded are associates degrees,Reese Center,819 Gilbert Drive,,Lubbock,TX,79416,Lubbock,,,,Vocational Nursing Program Reese Center,Practical Nursing Vocational Nursing and Nursing Assistants Other,Yes,Courses,http://www.southplainscollege.edu/exploreprograms/healthoccupations/nursing,Community college certificate of completion,Vocational Nursing license,1520,16,Distance Education,29206100,,, 9937 ,Tuition & fees, 4600 ,Books & supplies, 900 ,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:49 AM"
10209,20420,33220,72633,109346,Approved,South Texas Associated General Contractors Apprenticeship Program,"Masonry apprentices is a 3 year program where apprentices work side by side with journeymen masons learning the skils of the trade. They will be exposed to tools, materials, and techniques applicable to their trade.",www.southtexasagc.org,National Apprenticeship,South Texas Associated General Contractors,518 S Enterprize Pkwy,,Corpus Christi,TX,78405,Nueces,Yes,No,,South Texas Associated General Contractors,Mason Masonry,No,High School Diploma or Equivalent,https://southtexasagc.org/agc-membership/education/,Certificate of completion of an apprenticeship,Bricklayer Apprentice Certification,620,80,In-person,47200000,,, 360 ,, 520 ,Course books activity books tools,,,,,25,"October 22, 2021 11:52 AM","October 22, 2021 11:52 AM"
10167,20343,32746,72602,108811,Approved,South Texas Building and Construction Trades Council,Craft Trade School,https://hgcbctc.org/,Private non-profit,Pre-RAP -Insulators,4841 Leopard St,,Corpus Christi,TX,78408,Nueces,No,No,No,Multi Craft Core Curriculum,The Building and Construction Trades Department New Multi-Craft Core Curriculum program is open for training. With a rich history of converting abandoned fields into thriving cities of pioneering the space race and building our great nation we�re looking for ambitious students to enroll in the MC3 program. The career of a lifetime starts in a day.,No,None,0,Measureable skill gain leading to a credential,Certificate Program - Skill Set / OSHA 10Hr / First Aid - CPR,120,0,INVALID CODE,,,,,,,,,,,,,"May 17, 2021 7:22 AM","October 10, 2021 11:05 PM"
987,1614,10929,72389,106102,Approved,South Texas College,South Texas College is accredited by the Southtern Association of Colleges and Schooles Commission on Colleges and offers more than 1230 degree & certificate options including associate degrees in a variety of liberal asrt social science business math science technology advanced manufacturing and allied health fields of study. Additionally South Texas College is the only community in the State of Texas to offer four baccalaureate degrees.,http://www.southtexascollege.edu,Higher Ed -majority of credentials awarded are associates degrees,South Texas College Pecan Campus,3201 West Pecan Boulevard,,McAllen,TX,78501,Hidalgo,,,,Administrative Office Careers: Office Specialist (V) Certificate,Administrative Assistant and Secretarial Science General,Yes,High School Diploma or Equivalent,https://bt.southtexascollege.edu/office_administration/index.html,Industry recognized certificate or certification,,1056,42,Distance Education,43601400,,, 4698 ,, 950 ,Books, 400 ,Supplies and Equipment,,,,"September 4, 2019 1:14 PM","April 8, 2021 10:40 AM"
987,1614,10914,72389,106087,Approved,South Texas College,South Texas College is accredited by the Southtern Association of Colleges and Schooles Commission on Colleges and offers more than 1230 degree & certificate options including associate degrees in a variety of liberal asrt social science business math science technology advanced manufacturing and allied health fields of study. Additionally South Texas College is the only community in the State of Texas to offer four baccalaureate degrees.,http://www.southtexascollege.edu,Higher Ed -majority of credentials awarded are associates degrees,South Texas College Pecan Campus,3201 West Pecan Boulevard,,McAllen,TX,78501,Hidalgo,,,,Associate Degree Nursing,Licensed Practical/Vocational Nurse Training,Yes,High School Diploma or Equivalent,https://catalog.southtexascollege.edu/certificateassociatedegrees/divisio,Associates Degree,National Council Licensure Examination for RN,1744,64,Distance Education,29114100,,, 14944 ,In-District Tuition. Differential Tuition. Mandatory fees: Registration fee Information Technology fee Learning Support fee Student Activity fee Other fees Insurance fee, 2154 ,Books, 777 ,Supplies and Equipment,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:47 AM"
987,1614,10912,72389,106085,Approved,South Texas College,South Texas College is accredited by the Southtern Association of Colleges and Schooles Commission on Colleges and offers more than 1230 degree & certificate options including associate degrees in a variety of liberal asrt social science business math science technology advanced manufacturing and allied health fields of study. Additionally South Texas College is the only community in the State of Texas to offer four baccalaureate degrees.,http://www.southtexascollege.edu,Higher Ed -majority of credentials awarded are associates degrees,South Texas College Pecan Campus,3201 West Pecan Boulevard,,McAllen,TX,78501,Hidalgo,,,,Associate Degree Nursing Paramedic to RN Track AAS,Licensed Practical/Vocational Nurse Training,Yes,High School Diploma or Equivalent,https://nah.southtexascollege.edu/adn/index.html,Associates Degree,National Council Licensure Examination for RN,1600,48,Distance Education,29114100,,, 14581 ,In-District Tuition. Differential Tuition. Mandatory fees: Registration fee Information Technology fee Learning Support fee Student Activity fee Other fees Insurance fee, 2720 ,Books, 1960 ,Supplies and Equipment,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:47 AM"
987,1614,10913,72389,106086,Approved,South Texas College,South Texas College is accredited by the Southtern Association of Colleges and Schooles Commission on Colleges and offers more than 1230 degree & certificate options including associate degrees in a variety of liberal asrt social science business math science technology advanced manufacturing and allied health fields of study. Additionally South Texas College is the only community in the State of Texas to offer four baccalaureate degrees.,http://www.southtexascollege.edu,Higher Ed -majority of credentials awarded are associates degrees,South Texas College Pecan Campus,3201 West Pecan Boulevard,,McAllen,TX,78501,Hidalgo,,,,Associate Degree Nursing: LVN/RN Transition Option Summer/Spring Adm. (V) AAS,Licensed Practical/Vocational Nurse Training,Yes,High School Diploma or Equivalent,https://nah.southtexascollege.edu/adn/index.html,Associates Degree,National Council Licensure Examination for RN,1600,48,Distance Education,29114100,,, 10870 ,In-District Tuition. Differential Tuition. Mandatory fees: Registration fee Information Technology fee Learning Support fee Student Activity fee Other fees Insurance fee, 2070 ,Books, 1564 ,Supplies and Equipment,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:47 AM"
987,1614,10919,72389,106092,Approved,South Texas College,South Texas College is accredited by the Southtern Association of Colleges and Schooles Commission on Colleges and offers more than 1230 degree & certificate options including associate degrees in a variety of liberal asrt social science business math science technology advanced manufacturing and allied health fields of study. Additionally South Texas College is the only community in the State of Texas to offer four baccalaureate degrees.,http://www.southtexascollege.edu,Higher Ed -majority of credentials awarded are associates degrees,South Texas College Pecan Campus,3201 West Pecan Boulevard,,McAllen,TX,78501,Hidalgo,,,,Auto Technology Specialization GM ASEP Automotive Service Educational Program (V) AAS,Automobile/Automotive Mechanics Technology/Technician,Yes,High School Diploma or Equivalent,https://bt.southtexascollege.edu/automotive/index.html,Industry recognized certificate or certification,,3040,64,Distance Education,49302301,,, 9696 ,, 1995 ,Books, 1513 ,Supplies and Equipment,,,,"September 4, 2019 1:14 PM","April 8, 2021 10:40 AM"
987,1614,33056,72389,109456,Approved,South Texas College,South Texas College is accredited by the Southtern Association of Colleges and Schooles Commission on Colleges and offers more than 1230 degree & certificate options including associate degrees in a variety of liberal asrt social science business math science technology advanced manufacturing and allied health fields of study. Additionally South Texas College is the only community in the State of Texas to offer four baccalaureate degrees.,http://www.southtexascollege.edu,Higher Ed -majority of credentials awarded are associates degrees,South Texas College Pecan Campus,3201 West Pecan Boulevard,,McAllen,TX,78501,Hidalgo,,,,Bachelor of Science in Nursing Full Time,Registered Nursing/Registered Nurse,Yes,None,https://nah.southtexascollege.edu/bsn/,Industry recognized certificate or certification,��Bachelor of Science in Nursing�,672,48,Hybrid,,,, 6308 ,In-District Tuition. Differential Tuition. Mandatory fees: Registration fee Information Technology fee Learning Support fee Student Activity fee Other fees Insurance fee, 1251 ,Books, 470 ,"Supplies, Equipment, Tools & Other",,,,"August 29, 2021 12:36 PM","December 14, 2021 1:54 PM"
987,1614,33057,72389,109457,Approved,South Texas College,South Texas College is accredited by the Southtern Association of Colleges and Schooles Commission on Colleges and offers more than 1230 degree & certificate options including associate degrees in a variety of liberal asrt social science business math science technology advanced manufacturing and allied health fields of study. Additionally South Texas College is the only community in the State of Texas to offer four baccalaureate degrees.,http://www.southtexascollege.edu,Higher Ed -majority of credentials awarded are associates degrees,South Texas College Pecan Campus,3201 West Pecan Boulevard,,McAllen,TX,78501,Hidalgo,,,,Bachelor of Science in Nursing Part Time,Registered Nursing/Registered Nurse,Yes,None,https://nah.southtexascollege.edu/bsn/,Industry recognized certificate or certification,��Bachelor of Science in Nursing�,672,64,Hybrid,,,, 6960 ,In-District Tuition. Differential Tuition. Mandatory fees: Registration fee Information Technology fee Learning Support fee Student Activity fee Other fees Insurance fee, 1250 ,Books, 570 ,"Supplies, Equipment, Tools & Other",,,,"August 29, 2021 12:36 PM","December 14, 2021 1:54 PM"
987,1614,10930,72389,106103,Approved,South Texas College,South Texas College is accredited by the Southtern Association of Colleges and Schooles Commission on Colleges and offers more than 1230 degree & certificate options including associate degrees in a variety of liberal asrt social science business math science technology advanced manufacturing and allied health fields of study. Additionally South Texas College is the only community in the State of Texas to offer four baccalaureate degrees.,http://www.southtexascollege.edu,Higher Ed -majority of credentials awarded are associates degrees,South Texas College Pecan Campus,3201 West Pecan Boulevard,,McAllen,TX,78501,Hidalgo,,,,Basic Peace Officer,Criminal Justice/Police Science,Yes,High School Diploma or Equivalent,https://bt.southtexascollege.edu/police/index.html,Industry recognized certificate or certification,Peace Officer License,800,16,Distance Education,33305100,33302100,33301200, 3337 ,, 35 ,Books, 890 ,Supplies,,,,"September 4, 2019 1:14 PM","April 8, 2021 10:40 AM"
987,1614,10931,72389,106104,Approved,South Texas College,South Texas College is accredited by the Southtern Association of Colleges and Schooles Commission on Colleges and offers more than 1230 degree & certificate options including associate degrees in a variety of liberal asrt social science business math science technology advanced manufacturing and allied health fields of study. Additionally South Texas College is the only community in the State of Texas to offer four baccalaureate degrees.,http://www.southtexascollege.edu,Higher Ed -majority of credentials awarded are associates degrees,South Texas College Pecan Campus,3201 West Pecan Boulevard,,McAllen,TX,78501,Hidalgo,,,,Business Administration Accounting Clerk (V) Certificate,Accounting,Yes,High School Diploma or Equivalent,https://bt.southtexascollege.edu/ba/index.html,Industry recognized certificate or certification,,720,42,Distance Education,13201101,,, 4812 ,, 1476 ,Books, 150 ,Supplies,,,,"September 4, 2019 1:14 PM","April 8, 2021 10:40 AM"
987,1614,10915,72389,106088,Approved,South Texas College,South Texas College is accredited by the Southtern Association of Colleges and Schooles Commission on Colleges and offers more than 1230 degree & certificate options including associate degrees in a variety of liberal asrt social science business math science technology advanced manufacturing and allied health fields of study. Additionally South Texas College is the only community in the State of Texas to offer four baccalaureate degrees.,http://www.southtexascollege.edu,Higher Ed -majority of credentials awarded are associates degrees,South Texas College Pecan Campus,3201 West Pecan Boulevard,,McAllen,TX,78501,Hidalgo,,,,Combination Welding Certificate,Welding Technology/Welder,Yes,High School Diploma or Equivalent,https://bt.southtexascollege.edu/welding/index.html,Industry recognized certificate or certification,,1168,48,Distance Education,51412106,,, 6083 ,In-District Tuition. Mandatory fees: Registration fee Information Technology fee Learning Support fee Student Activity fee Other fees Insurance fee, 528 ,Books, 1476 ,Supplies and Equipment,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:47 AM"
987,1614,31529,72389,108018,Approved,South Texas College,South Texas College is accredited by the Southtern Association of Colleges and Schooles Commission on Colleges and offers more than 1230 degree & certificate options including associate degrees in a variety of liberal asrt social science business math science technology advanced manufacturing and allied health fields of study. Additionally South Texas College is the only community in the State of Texas to offer four baccalaureate degrees.,http://www.southtexascollege.edu,Higher Ed -majority of credentials awarded are associates degrees,South Texas College Pecan Campus,3201 West Pecan Boulevard,,McAllen,TX,78501,Hidalgo,,,,Computerized Bookkeeping,Program prepares students in Computerized Bookkeeping for a QuickBooks certification from Certiport,No,High School Diploma or Equivalent,www.southtexascollege.edu/cpwe,Industry recognized certificate or certification,QuickBooks from Certiport,24,2,In-person,43303100,,, 144 ,,,, 149 ,Certification exam,,,,"August 14, 2020 11:28 AM","April 8, 2021 10:40 AM"
987,1614,31530,72389,108019,Approved,South Texas College,South Texas College is accredited by the Southtern Association of Colleges and Schooles Commission on Colleges and offers more than 1230 degree & certificate options including associate degrees in a variety of liberal asrt social science business math science technology advanced manufacturing and allied health fields of study. Additionally South Texas College is the only community in the State of Texas to offer four baccalaureate degrees.,http://www.southtexascollege.edu,Higher Ed -majority of credentials awarded are associates degrees,South Texas College Pecan Campus,3201 West Pecan Boulevard,,McAllen,TX,78501,Hidalgo,,,,Customer Service Representative,Customer Service Representatives,No,High School Diploma or Equivalent,https://www.southtexascollege.edu/manufacturing/index.html,Industry recognized certificate or certification,Professional Certification in Customer Service and Sales from National Retail Federation,60,5,In-person,43405100,,, 360 ,, 65 ,Books, 55 ,Certification exam,,,,"August 14, 2020 11:28 AM","April 8, 2021 10:40 AM"
987,1614,33055,72389,109455,Approved,South Texas College,South Texas College is accredited by the Southtern Association of Colleges and Schooles Commission on Colleges and offers more than 1230 degree & certificate options including associate degrees in a variety of liberal asrt social science business math science technology advanced manufacturing and allied health fields of study. Additionally South Texas College is the only community in the State of Texas to offer four baccalaureate degrees.,http://www.southtexascollege.edu,Higher Ed -majority of credentials awarded are associates degrees,South Texas College Pecan Campus,3201 West Pecan Boulevard,,McAllen,TX,78501,Hidalgo,,,,Diagnostic Medical Sonography Advanced Technical Certificate,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician Certificate,Yes,None,https://nah.southtexascollege.edu/sono/#DMS-ATC,Industry recognized certificate or certification,Associate of Applied Science,1744,58,Hybrid,,,, 6284 ,In-District Tuition. Mandatory fees: Registration fee Information Technology fee Learning Support fee Student Activity fee Other fees Insurance fee, 1100 ,Books, 475 ,"Supplies, Equipment, Tools & Other",,,,"August 29, 2021 12:36 PM","December 14, 2021 1:54 PM"
987,1614,33054,72389,109454,Approved,South Texas College,South Texas College is accredited by the Southtern Association of Colleges and Schooles Commission on Colleges and offers more than 1230 degree & certificate options including associate degrees in a variety of liberal asrt social science business math science technology advanced manufacturing and allied health fields of study. Additionally South Texas College is the only community in the State of Texas to offer four baccalaureate degrees.,http://www.southtexascollege.edu,Higher Ed -majority of credentials awarded are associates degrees,South Texas College Pecan Campus,3201 West Pecan Boulevard,,McAllen,TX,78501,Hidalgo,,,,Diagnostic Medical Sonography Associate,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician Associate,Yes,None,https://nah.southtexascollege.edu/sono/#DMS-AAS,Industry recognized certificate or certification,Associate of Applied Science,2080,58,Hybrid,,,, 8576 ,In-District Tuition. Mandatory fees: Registration fee Information Technology fee Learning Support fee Student Activity fee Other fees Insurance fee, 1100 ,Books, 475 ,"Supplies, Equipment, Tools & Other",,,,"August 29, 2021 12:36 PM","December 14, 2021 1:54 PM"
987,1614,10908,72389,106081,Approved,South Texas College,South Texas College is accredited by the Southtern Association of Colleges and Schooles Commission on Colleges and offers more than 1230 degree & certificate options including associate degrees in a variety of liberal asrt social science business math science technology advanced manufacturing and allied health fields of study. Additionally South Texas College is the only community in the State of Texas to offer four baccalaureate degrees.,http://www.southtexascollege.edu,Higher Ed -majority of credentials awarded are associates degrees,South Texas College Pecan Campus,3201 West Pecan Boulevard,,McAllen,TX,78501,Hidalgo,,,,Diesel Technology AAS,Diesel Mechanics Technology/Technician,Yes,High School Diploma or Equivalent,https://bt.southtexascollege.edu/diesel/index.html,Associates Degree,,1888,64,Distance Education,49303100,,, 8900 ,In-District Tuition. Mandatory fees: Registration fee Information Technology fee Learning Support fee Student Activity fee Other fees Insurance fee, 2030 ,Books, 1400 ,Supplies and Equipment,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:47 AM"
987,1614,10909,72389,106082,Approved,South Texas College,South Texas College is accredited by the Southtern Association of Colleges and Schooles Commission on Colleges and offers more than 1230 degree & certificate options including associate degrees in a variety of liberal asrt social science business math science technology advanced manufacturing and allied health fields of study. Additionally South Texas College is the only community in the State of Texas to offer four baccalaureate degrees.,http://www.southtexascollege.edu,Higher Ed -majority of credentials awarded are associates degrees,South Texas College Pecan Campus,3201 West Pecan Boulevard,,McAllen,TX,78501,Hidalgo,,,,Diesel Technology Certificate,Diesel Mechanics Technology/Technician,Yes,High School Diploma or Equivalent,https://bt.southtexascollege.edu/diesel/index.html,Industry recognized certificate or certification,,1312,48,Distance Education,49303100,,, 5352 ,In-District Tuition. Mandatory fees: Registration fee Information Technology fee Learning Support fee Student Activity fee Other fees Insurance fee, 1495 ,Books, 1350 ,Supplies and Equipment,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:47 AM"
987,1614,33052,72389,109452,Approved,South Texas College,South Texas College is accredited by the Southtern Association of Colleges and Schooles Commission on Colleges and offers more than 1230 degree & certificate options including associate degrees in a variety of liberal asrt social science business math science technology advanced manufacturing and allied health fields of study. Additionally South Texas College is the only community in the State of Texas to offer four baccalaureate degrees.,http://www.southtexascollege.edu,Higher Ed -majority of credentials awarded are associates degrees,South Texas College Pecan Campus,3201 West Pecan Boulevard,,McAllen,TX,78501,Hidalgo,,,,EC - 6 Generalist,Early Childhood Education and Teaching,Yes,None,https://lass.southtexascollege.edu/education/#AAT-SECD,Industry recognized certificate or certification,,60,32,Hybrid,,,, 8562 ,In-District Tuition. Mandatory fees: Registration fee Information Technology fee Learning Support fee Student Activity fee Other Fees, 1350 ,Books,,,,,,"August 29, 2021 12:36 PM","December 14, 2021 1:54 PM"
987,1614,10920,72389,106093,Approved,South Texas College,South Texas College is accredited by the Southtern Association of Colleges and Schooles Commission on Colleges and offers more than 1230 degree & certificate options including associate degrees in a variety of liberal asrt social science business math science technology advanced manufacturing and allied health fields of study. Additionally South Texas College is the only community in the State of Texas to offer four baccalaureate degrees.,http://www.southtexascollege.edu,Higher Ed -majority of credentials awarded are associates degrees,South Texas College Pecan Campus,3201 West Pecan Boulevard,,McAllen,TX,78501,Hidalgo,,,,Emergency Medical Technology (EMT) (V) AAS,Emergency Medical Technology/Technician (EMT Paramedic),Yes,High School Diploma or Equivalent,https://nah.southtexascollege.edu/emt/index.html,Industry recognized certificate or certification,Paramedic Certification and National Reg of EMT's,1968,74,Distance Education,29204100,,, 12810 ,, 1796 ,Books, 2837 ,Supplies and Equipment,,,,"September 4, 2019 1:14 PM","April 8, 2021 10:40 AM"
